order_id,customer_id,product_id,order_date,qty,discount_rate
O2024010203,C000053,P00189,2024-07-24,1,0.0
O2024010204,C001880,P00023,2024-07-24,1,0.0
O2024010205,C000800,P00175,2024-07-24,1,0.0
O2024010206,C002199,P00189,2024-07-24,2,0.05
O2024010207,C000047,P00001,2024-07-24,1,0.0
O2024010208,C002930,P00132,2024-07-24,1,0.05
O2024010209,C000352,P00025,2024-07-24,1,0.0
O2024010210,C001592,P00113,2024-07-24,1,0.05
O2024010211,C000565,P00019,2024-07-24,1,0.0
O2024010212,C001804,P00191,2024-07-24,1,0.03
O2024010213,C002501,P00122,2024-07-24,1,0.0
O2024010214,C002855,P00020,2024-07-24,1,0.03
O2024010215,C000404,P00128,2024-07-24,1,0.15
O2024010216,C002059,P00117,2024-07-24,1,0.1
O2024010217,C002878,P00034,2024-07-24,2,0.0
O2024010218,C002007,P00059,2024-07-24,2,0.0
O2024010219,C000334,P00114,2024-07-24,1,0.1
O2024010220,C000472,P00012,2024-07-24,4,0.1
O2024010221,C001538,P00040,2024-07-24,2,0.0
O2024010222,C001726,P00181,2024-07-24,3,0.1
O2024010223,C002120,P00065,2024-07-24,1,0.0
O2024010224,C002186,P00102,2024-07-24,1,0.0
O2024010225,C002295,P00036,2024-07-24,1,0.1
O2024010226,C000059,P00050,2024-07-24,1,0.0
O2024010227,C002127,P00041,2024-07-24,1,0.1
O2024010228,C001321,P00012,2024-07-24,1,0.0
O2024010229,C000476,P00137,2024-07-24,1,0.15
O2024010230,C000764,P00116,2024-07-24,1,0.1
O2024010231,C000682,P00173,2024-07-24,2,0.1
O2024010232,C000846,P00195,2024-07-24,1,0.03
O2024010233,C002590,P00145,2024-07-24,3,0.1
O2024010234,C001329,P00075,2024-07-24,3,0.03
O2024010235,C000140,P00147,2024-07-24,1,0.0
O2024010236,C001290,P00040,2024-07-25,1,0.0
O2024010237,C000662,P00183,2024-07-25,1,0.0
O2024010238,C002916,P00107,2024-07-25,4,0.0
O2024010239,C000096,P00114,2024-07-25,1,0.0
O2024010240,C002609,P00029,2024-07-25,1,0.0
O2024010241,C000078,P00152,2024-07-25,2,0.0
O2024010242,C001331,P00160,2024-07-25,2,0.05
O2024010243,C002822,P00095,2024-07-25,1,0.05
O2024010244,C001666,P00054,2024-07-25,2,0.0
O2024010245,C001980,P00166,2024-07-25,1,0.1
O2024010246,C002152,P00180,2024-07-25,3,0.03
O2024010247,C001709,P00033,2024-07-25,1,0.15
O2024010248,C001194,P00177,2024-07-25,1,0.0
O2024010249,C001133,P00110,2024-07-25,2,0.0
O2024010250,C000110,P00153,2024-07-25,1,0.0
O2024010251,C002662,P00125,2024-07-25,1,0.0
O2024010252,C002171,P00101,2024-07-25,2,0.1
O2024010253,C000877,P00184,2024-07-25,1,0.0
O2024010254,C001292,P00175,2024-07-25,1,0.0
O2024010255,C001647,P00177,2024-07-25,2,0.1
O2024010256,C001760,P00078,2024-07-25,1,0.0
O2024010257,C001186,P00030,2024-07-25,1,0.1
O2024010258,C000805,P00060,2024-07-25,1,0.05
O2024010259,C002253,P00025,2024-07-25,1,0.0
O2024010260,C002983,P00056,2024-07-25,1,0.0
O2024010261,C001584,P00035,2024-07-25,1,0.05
O2024010262,C002031,P00068,2024-07-25,1,0.05
O2024010263,C002495,P00002,2024-07-25,1,0.05
O2024010264,C000909,P00055,2024-07-25,1,0.1
O2024010265,C002130,P00096,2024-07-25,2,0.0
O2024010266,C000271,P00030,2024-07-25,2,0.05
O2024010267,C000794,P00049,2024-07-25,2,0.1
O2024010268,C000995,P00168,2024-07-25,1,0.0
O2024010269,C001781,P00017,2024-07-25,1,0.0
O2024010270,C002677,P00186,2024-07-25,1,0.05
O2024010271,C000812,P00007,2024-07-25,1,0.1
O2024010272,C000995,P00136,2024-07-25,1,0.05
O2024010273,C001815,P00126,2024-07-25,1,0.0
O2024010274,C002606,P00033,2024-07-25,1,0.0
O2024010275,C002887,P00159,2024-07-25,2,0.0
O2024010276,C002080,P00067,2024-07-25,2,0.15
O2024010277,C000025,P00179,2024-07-25,1,0.15
O2024010278,C000334,P00196,2024-07-25,3,0.1
O2024010279,C000108,P00153,2024-07-25,1,0.0
O2024010280,C001159,P00001,2024-07-25,2,0.1
O2024010281,C001405,P00070,2024-07-25,1,0.03
O2024010282,C001015,P00064,2024-07-25,1,0.1
O2024010283,C002776,P00047,2024-07-25,1,0.05
O2024010284,C000769,P00144,2024-07-25,2,0.0
O2024010285,C002711,P00143,2024-07-25,2,0.03
O2024010286,C000844,P00075,2024-07-25,1,0.0
O2024010287,C002569,P00197,2024-07-25,2,0.05
O2024010288,C000702,P00033,2024-07-25,1,0.0
O2024010289,C000389,P00068,2024-07-25,3,0.15
O2024010290,C000813,P00040,2024-07-25,1,0.0
O2024010291,C002544,P00081,2024-07-25,3,0.0
O2024010292,C001787,P00049,2024-07-26,1,0.0
O2024010293,C000256,P00144,2024-07-26,2,0.0
O2024010294,C000777,P00030,2024-07-26,2,0.0
O2024010295,C002342,P00138,2024-07-26,1,0.05
O2024010296,C000645,P00022,2024-07-26,2,0.0
O2024010297,C000527,P00050,2024-07-26,1,0.0
O2024010298,C001433,P00050,2024-07-26,1,0.1
O2024010299,C000460,P00007,2024-07-26,2,0.0
O2024010300,C000576,P00101,2024-07-26,2,0.03
O2024010301,C001769,P00015,2024-07-26,1,0.05
O2024010302,C000404,P00109,2024-07-26,3,0.1
O2024010303,C000562,P00061,2024-07-26,1,0.0
O2024010304,C002219,P00044,2024-07-26,2,0.05
O2024010305,C001726,P00100,2024-07-26,1,0.0
O2024010306,C001769,P00176,2024-07-26,1,0.0
O2024010307,C002129,P00110,2024-07-26,1,0.03
O2024010308,C002748,P00117,2024-07-26,1,0.0
O2024010309,C000323,P00074,2024-07-26,2,0.1
O2024010310,C001962,P00159,2024-07-26,1,0.1
O2024010311,C001705,P00065,2024-07-26,4,0.05
O2024010312,C001899,P00054,2024-07-26,1,0.0
O2024010313,C000209,P00191,2024-07-26,3,0.0
O2024010314,C002102,P00048,2024-07-26,1,0.15
O2024010315,C000797,P00158,2024-07-26,1,0.15
O2024010316,C001973,P00045,2024-07-26,1,0.05
O2024010317,C002459,P00006,2024-07-26,1,0.05
O2024010318,C001940,P00050,2024-07-26,1,0.05
O2024010319,C002464,P00050,2024-07-26,1,0.0
O2024010320,C001100,P00191,2024-07-26,2,0.05
O2024010321,C002776,P00145,2024-07-26,1,0.1
O2024010322,C002301,P00073,2024-07-26,1,0.0
O2024010323,C002337,P00049,2024-07-26,1,0.0
O2024010324,C001836,P00142,2024-07-26,1,0.05
O2024010325,C002246,P00033,2024-07-26,1,0.15
O2024010326,C000810,P00159,2024-07-26,1,0.0
O2024010327,C001651,P00179,2024-07-26,2,0.0
O2024010328,C001194,P00017,2024-07-26,1,0.05
O2024010329,C002673,P00073,2024-07-26,1,0.0
O2024010330,C002468,P00078,2024-07-26,1,0.05
O2024010331,C001506,P00029,2024-07-26,1,0.1
O2024010332,C001323,P00046,2024-07-26,1,0.0
O2024010333,C001710,P00001,2024-07-26,1,0.1
O2024010334,C002692,P00048,2024-07-26,3,0.0
O2024010335,C000979,P00050,2024-07-26,4,0.03
O2024010336,C002675,P00150,2024-07-26,1,0.0
O2024010337,C000321,P00020,2024-07-26,2,0.0
O2024010338,C000706,P00169,2024-07-26,1,0.03
O2024010339,C000367,P00052,2024-07-26,3,0.0
O2024010340,C000614,P00018,2024-07-26,1,0.05
O2024010341,C001843,P00144,2024-07-26,1,0.1
O2024010342,C002521,P00092,2024-07-26,4,0.0
O2024010343,C002684,P00042,2024-07-26,1,0.0
O2024010344,C002743,P00177,2024-07-26,2,0.0
O2024010345,C001844,P00036,2024-07-26,1,0.05
O2024010346,C002765,P00198,2024-07-26,2,0.0
O2024010347,C001300,P00147,2024-07-26,1,0.0
O2024010348,C001661,P00166,2024-07-26,1,0.15
O2024010349,C000858,P00010,2024-07-26,2,0.15
O2024010350,C001096,P00008,2024-07-26,1,0.0
O2024010351,C001929,P00059,2024-07-26,1,0.1
O2024010352,C002254,P00093,2024-07-27,1,0.05
O2024010353,C001218,P00075,2024-07-27,2,0.05
O2024010354,C002725,P00025,2024-07-27,2,0.15
O2024010355,C001097,P00178,2024-07-27,1,0.05
O2024010356,C000178,P00068,2024-07-27,2,0.0
O2024010357,C000206,P00068,2024-07-27,1,0.0
O2024010358,C000987,P00098,2024-07-27,1,0.0
O2024010359,C001920,P00117,2024-07-27,1,0.03
O2024010360,C002340,P00101,2024-07-27,1,0.05
O2024010361,C001126,P00045,2024-07-27,1,0.0
O2024010362,C001246,P00040,2024-07-27,1,0.05
O2024010363,C001426,P00191,2024-07-27,1,0.0
O2024010364,C000611,P00001,2024-07-27,2,0.05
O2024010365,C001911,P00049,2024-07-27,1,0.15
O2024010366,C000093,P00200,2024-07-27,4,0.05
O2024010367,C001089,P00179,2024-07-27,1,0.15
O2024010368,C000753,P00053,2024-07-27,2,0.05
O2024010369,C002478,P00103,2024-07-27,3,0.0
O2024010370,C000418,P00170,2024-07-27,3,0.0
O2024010371,C000309,P00053,2024-07-27,1,0.15
O2024010372,C002773,P00082,2024-07-27,1,0.05
O2024010373,C002281,P00042,2024-07-27,1,0.1
O2024010374,C001503,P00042,2024-07-27,1,0.05
O2024010375,C000928,P00078,2024-07-27,1,0.03
O2024010376,C002242,P00051,2024-07-27,1,0.0
O2024010377,C001815,P00196,2024-07-27,2,0.1
O2024010378,C002308,P00030,2024-07-27,1,0.05
O2024010379,C002074,P00073,2024-07-27,1,0.1
O2024010380,C000987,P00036,2024-07-27,1,0.15
O2024010381,C002237,P00130,2024-07-27,1,0.05
O2024010382,C000810,P00132,2024-07-27,1,0.0
O2024010383,C002421,P00025,2024-07-27,1,0.03
O2024010384,C001725,P00152,2024-07-27,1,0.1
O2024010385,C002103,P00173,2024-07-27,1,0.1
O2024010386,C002266,P00087,2024-07-27,2,0.15
O2024010387,C001978,P00024,2024-07-27,1,0.05
O2024010388,C000771,P00022,2024-07-27,1,0.0
O2024010389,C002745,P00102,2024-07-27,1,0.0
O2024010390,C000476,P00016,2024-07-27,2,0.1
O2024010391,C002953,P00158,2024-07-27,1,0.0
O2024010392,C000355,P00135,2024-07-27,1,0.05
O2024010393,C000668,P00114,2024-07-27,1,0.05
O2024010394,C001777,P00073,2024-07-27,1,0.0
O2024010395,C001111,P00016,2024-07-27,3,0.0
O2024010396,C000146,P00025,2024-07-27,1,0.05
O2024010397,C002528,P00060,2024-07-27,1,0.1
O2024010398,C001739,P00169,2024-07-27,1,0.1
O2024010399,C001470,P00083,2024-07-27,1,0.0
O2024010400,C002306,P00070,2024-07-27,3,0.1
O2024010401,C000703,P00011,2024-07-27,1,0.0
O2024010402,C002995,P00065,2024-07-27,1,0.0
O2024010403,C000963,P00050,2024-07-27,1,0.0
O2024010404,C002502,P00145,2024-07-27,1,0.0
O2024010405,C001349,P00071,2024-07-27,1,0.0
O2024010406,C002567,P00029,2024-07-27,1,0.03
O2024010407,C001153,P00011,2024-07-27,1,0.05
O2024010408,C002676,P00023,2024-07-27,1,0.03
O2024010409,C000560,P00126,2024-07-27,2,0.05
O2024010410,C001600,P00037,2024-07-27,1,0.0
O2024010411,C000367,P00188,2024-07-27,1,0.03
O2024010412,C002814,P00128,2024-07-27,1,0.1
O2024010413,C001360,P00047,2024-07-27,1,0.05
O2024010414,C001040,P00037,2024-07-27,1,0.15
O2024010415,C001645,P00143,2024-07-27,3,0.0
O2024010416,C002839,P00173,2024-07-27,3,0.15
O2024010417,C002813,P00092,2024-07-27,2,0.05
O2024010418,C000260,P00177,2024-07-27,1,0.0
O2024010419,C001164,P00024,2024-07-27,1,0.0
O2024010420,C000484,P00025,2024-07-27,1,0.05
O2024010421,C002695,P00042,2024-07-27,2,0.0
O2024010422,C002118,P00099,2024-07-28,1,0.0
O2024010423,C001038,P00117,2024-07-28,3,0.15
O2024010424,C002307,P00155,2024-07-28,2,0.0
O2024010425,C000318,P00054,2024-07-28,3,0.0
O2024010426,C002160,P00149,2024-07-28,1,0.0
O2024010427,C000660,P00038,2024-07-28,1,0.05
O2024010428,C000489,P00131,2024-07-28,2,0.03
O2024010429,C002162,P00023,2024-07-28,2,0.05
O2024010430,C002929,P00054,2024-07-28,1,0.0
O2024010431,C002737,P00036,2024-07-28,3,0.05
O2024010432,C000775,P00036,2024-07-28,2,0.0
O2024010433,C000042,P00197,2024-07-28,1,0.1
O2024010434,C002709,P00100,2024-07-28,1,0.0
O2024010435,C000227,P00177,2024-07-28,1,0.1
O2024010436,C002052,P00066,2024-07-28,2,0.05
O2024010437,C000478,P00161,2024-07-28,2,0.03
O2024010438,C000731,P00076,2024-07-28,1,0.0
O2024010439,C002264,P00021,2024-07-28,1,0.0
O2024010440,C000909,P00188,2024-07-28,1,0.05
O2024010441,C002684,P00047,2024-07-28,1,0.0
O2024010442,C001962,P00154,2024-07-28,1,0.1
O2024010443,C001844,P00196,2024-07-28,2,0.0
O2024010444,C000128,P00040,2024-07-28,2,0.0
O2024010445,C000396,P00002,2024-07-28,1,0.0
O2024010446,C000589,P00031,2024-07-28,1,0.0
O2024010447,C001632,P00077,2024-07-28,1,0.0
O2024010448,C000924,P00197,2024-07-28,1,0.0
O2024010449,C001976,P00067,2024-07-28,1,0.05
O2024010450,C000951,P00050,2024-07-28,2,0.0
O2024010451,C002544,P00127,2024-07-28,2,0.05
O2024010452,C000592,P00115,2024-07-28,1,0.05
O2024010453,C000826,P00188,2024-07-28,1,0.0
O2024010454,C000333,P00050,2024-07-28,1,0.0
O2024010455,C002186,P00022,2024-07-28,3,0.0
O2024010456,C002501,P00192,2024-07-28,1,0.05
O2024010457,C002919,P00118,2024-07-28,1,0.0
O2024010458,C000586,P00159,2024-07-28,3,0.0
O2024010459,C002803,P00039,2024-07-28,1,0.0
O2024010460,C000793,P00095,2024-07-28,1,0.0
O2024010461,C000492,P00042,2024-07-28,1,0.0
O2024010462,C002012,P00039,2024-07-28,2,0.0
O2024010463,C000938,P00111,2024-07-28,3,0.0
O2024010464,C000032,P00070,2024-07-28,1,0.0
O2024010465,C002765,P00024,2024-07-28,1,0.05
O2024010466,C002291,P00133,2024-07-28,1,0.1
O2024010467,C001821,P00047,2024-07-28,1,0.15
O2024010468,C000946,P00123,2024-07-28,1,0.0
O2024010469,C000496,P00074,2024-07-28,1,0.05
O2024010470,C000264,P00063,2024-07-28,2,0.0
O2024010471,C002556,P00144,2024-07-28,3,0.1
O2024010472,C001067,P00078,2024-07-28,1,0.0
O2024010473,C000826,P00049,2024-07-28,1,0.15
O2024010474,C002588,P00035,2024-07-28,1,0.0
O2024010475,C002757,P00140,2024-07-28,1,0.0
O2024010476,C002487,P00196,2024-07-28,1,0.0
O2024010477,C001728,P00159,2024-07-28,1,0.0
O2024010478,C001949,P00126,2024-07-28,1,0.0
O2024010479,C000112,P00055,2024-07-28,1,0.05
O2024010480,C001490,P00082,2024-07-28,3,0.0
O2024010481,C000413,P00006,2024-07-28,2,0.0
O2024010482,C001291,P00111,2024-07-28,2,0.03
O2024010483,C000617,P00142,2024-07-28,1,0.0
O2024010484,C001481,P00197,2024-07-28,1,0.03
O2024010485,C002030,P00073,2024-07-28,2,0.0
O2024010486,C001191,P00158,2024-07-28,2,0.0
O2024010487,C002570,P00157,2024-07-28,1,0.0
O2024010488,C002919,P00158,2024-07-28,1,0.05
O2024010489,C001460,P00150,2024-07-28,1,0.03
O2024010490,C001311,P00174,2024-07-28,1,0.0
O2024010491,C002338,P00192,2024-07-28,2,0.0
O2024010492,C000760,P00177,2024-07-28,1,0.0
O2024010493,C001684,P00099,2024-07-28,3,0.0
O2024010494,C002765,P00001,2024-07-28,1,0.05
O2024010495,C001655,P00099,2024-07-29,1,0.0
O2024010496,C002692,P00124,2024-07-29,1,0.2
O2024010497,C002140,P00158,2024-07-29,3,0.0
O2024010498,C002729,P00188,2024-07-29,1,0.0
O2024010499,C002052,P00138,2024-07-29,2,0.1
O2024010500,C000430,P00078,2024-07-29,1,0.0
O2024010501,C001429,P00159,2024-07-29,3,0.1
O2024010502,C002957,P00085,2024-07-29,1,0.05
O2024010503,C001966,P00150,2024-07-29,2,0.05
O2024010504,C000533,P00099,2024-07-29,1,0.0
O2024010505,C002969,P00168,2024-07-29,1,0.0
O2024010506,C000987,P00166,2024-07-29,1,0.15
O2024010507,C001898,P00191,2024-07-29,3,0.05
O2024010508,C001545,P00189,2024-07-29,3,0.03
O2024010509,C002748,P00049,2024-07-29,2,0.15
O2024010510,C002612,P00032,2024-07-29,2,0.15
O2024010511,C002182,P00026,2024-07-29,1,0.0
O2024010512,C000147,P00037,2024-07-29,1,0.0
O2024010513,C000595,P00079,2024-07-29,1,0.0
O2024010514,C000965,P00136,2024-07-29,1,0.0
O2024010515,C001811,P00141,2024-07-29,1,0.0
O2024010516,C002642,P00007,2024-07-29,1,0.03
O2024010517,C000817,P00145,2024-07-29,2,0.05
O2024010518,C001477,P00102,2024-07-29,2,0.05
O2024010519,C002594,P00145,2024-07-29,2,0.15
O2024010520,C000990,P00129,2024-07-29,1,0.1
O2024010521,C001191,P00122,2024-07-29,2,0.03
O2024010522,C000033,P00075,2024-07-29,2,0.03
O2024010523,C002806,P00150,2024-07-29,1,0.1
O2024010524,C001532,P00109,2024-07-29,1,0.05
O2024010525,C002342,P00159,2024-07-29,2,0.0
O2024010526,C002677,P00140,2024-07-29,1,0.0
O2024010527,C002875,P00101,2024-07-29,1,0.0
O2024010528,C002608,P00173,2024-07-29,2,0.03
O2024010529,C002532,P00116,2024-07-29,1,0.0
O2024010530,C002033,P00183,2024-07-29,1,0.0
O2024010531,C002403,P00111,2024-07-29,2,0.0
O2024010532,C002011,P00039,2024-07-29,1,0.0
O2024010533,C002391,P00019,2024-07-29,1,0.1
O2024010534,C001823,P00155,2024-07-29,1,0.0
O2024010535,C000366,P00077,2024-07-29,1,0.03
O2024010536,C002694,P00043,2024-07-29,1,0.0
O2024010537,C001696,P00001,2024-07-29,1,0.05
O2024010538,C001762,P00200,2024-07-30,2,0.05
O2024010539,C000459,P00172,2024-07-30,2,0.0
O2024010540,C002266,P00023,2024-07-30,1,0.2
O2024010541,C002957,P00085,2024-07-30,1,0.0
O2024010542,C002620,P00167,2024-07-30,1,0.0
O2024010543,C000017,P00079,2024-07-30,1,0.0
O2024010544,C001020,P00049,2024-07-30,1,0.1
O2024010545,C000421,P00198,2024-07-30,1,0.0
O2024010546,C001957,P00196,2024-07-30,1,0.0
O2024010547,C001836,P00195,2024-07-30,1,0.05
O2024010548,C002278,P00186,2024-07-30,2,0.0
O2024010549,C000294,P00005,2024-07-30,1,0.05
O2024010550,C001503,P00072,2024-07-30,4,0.05
O2024010551,C002079,P00197,2024-07-30,2,0.05
O2024010552,C002009,P00105,2024-07-30,2,0.1
O2024010553,C002590,P00026,2024-07-30,1,0.05
O2024010554,C000637,P00070,2024-07-30,3,0.0
O2024010555,C000988,P00126,2024-07-30,2,0.0
O2024010556,C002296,P00009,2024-07-30,1,0.15
O2024010557,C000337,P00093,2024-07-30,1,0.0
O2024010558,C001200,P00159,2024-07-30,1,0.15
O2024010559,C000138,P00009,2024-07-30,1,0.0
O2024010560,C002660,P00123,2024-07-30,1,0.0
O2024010561,C000387,P00033,2024-07-30,1,0.0
O2024010562,C002685,P00097,2024-07-30,1,0.05
O2024010563,C001070,P00063,2024-07-30,2,0.0
O2024010564,C002036,P00007,2024-07-30,1,0.1
O2024010565,C002205,P00140,2024-07-30,1,0.0
O2024010566,C000555,P00196,2024-07-30,2,0.0
O2024010567,C000638,P00177,2024-07-30,1,0.05
O2024010568,C002659,P00035,2024-07-30,1,0.0
O2024010569,C001913,P00121,2024-07-30,1,0.0
O2024010570,C002696,P00007,2024-07-30,2,0.1
O2024010571,C001133,P00079,2024-07-30,3,0.05
O2024010572,C002495,P00180,2024-07-30,1,0.0
O2024010573,C000398,P00090,2024-07-30,2,0.0
O2024010574,C002605,P00122,2024-07-30,1,0.0
O2024010575,C001368,P00142,2024-07-30,1,0.0
O2024010576,C001186,P00070,2024-07-30,1,0.05
O2024010577,C002810,P00042,2024-07-30,1,0.15
O2024010578,C000098,P00030,2024-07-30,1,0.0
O2024010579,C001240,P00055,2024-07-30,1,0.0
O2024010580,C000043,P00091,2024-07-30,3,0.0
O2024010581,C002906,P00073,2024-07-30,1,0.0
O2024010582,C002043,P00031,2024-07-30,3,0.0
O2024010583,C002442,P00163,2024-07-30,2,0.1
O2024010584,C001137,P00141,2024-07-30,1,0.05
O2024010585,C000368,P00189,2024-07-30,3,0.0
O2024010586,C000782,P00152,2024-07-30,2,0.1
O2024010587,C000864,P00124,2024-07-30,2,0.05
O2024010588,C000192,P00092,2024-07-31,1,0.05
O2024010589,C002050,P00009,2024-07-31,1,0.1
O2024010590,C002114,P00001,2024-07-31,2,0.15
O2024010591,C002896,P00009,2024-07-31,1,0.15
O2024010592,C001372,P00182,2024-07-31,1,0.0
O2024010593,C002921,P00169,2024-07-31,1,0.0
O2024010594,C000427,P00048,2024-07-31,1,0.0
O2024010595,C002956,P00102,2024-07-31,1,0.05
O2024010596,C002822,P00169,2024-07-31,3,0.0
O2024010597,C000226,P00031,2024-07-31,3,0.05
O2024010598,C002259,P00132,2024-07-31,1,0.1
O2024010599,C002716,P00018,2024-07-31,1,0.0
O2024010600,C002886,P00146,2024-07-31,2,0.05
O2024010601,C000619,P00065,2024-07-31,1,0.0
O2024010602,C002117,P00044,2024-07-31,1,0.0
O2024010603,C002214,P00123,2024-07-31,1,0.1
O2024010604,C002102,P00136,2024-07-31,1,0.15
O2024010605,C002284,P00154,2024-07-31,3,0.1
O2024010606,C001254,P00200,2024-07-31,3,0.03
O2024010607,C001918,P00066,2024-07-31,1,0.0
O2024010608,C000670,P00111,2024-07-31,1,0.1
O2024010609,C001398,P00011,2024-07-31,1,0.0
O2024010610,C000943,P00018,2024-07-31,2,0.1
O2024010611,C000831,P00068,2024-07-31,1,0.0
O2024010612,C000456,P00075,2024-07-31,2,0.05
O2024010613,C002463,P00082,2024-07-31,1,0.0
O2024010614,C000653,P00077,2024-07-31,2,0.05
O2024010615,C002941,P00164,2024-07-31,2,0.03
O2024010616,C001146,P00051,2024-07-31,1,0.15
O2024010617,C002858,P00182,2024-07-31,2,0.03
O2024010618,C000574,P00001,2024-07-31,1,0.1
O2024010619,C000407,P00180,2024-07-31,4,0.0
O2024010620,C000472,P00039,2024-07-31,1,0.1
O2024010621,C000442,P00109,2024-07-31,2,0.03
O2024010622,C000335,P00170,2024-07-31,1,0.15
O2024010623,C002013,P00025,2024-07-31,4,0.0
O2024010624,C002558,P00176,2024-07-31,1,0.0
O2024010625,C001220,P00150,2024-07-31,1,0.15
O2024010626,C002732,P00012,2024-07-31,1,0.03
O2024010627,C002605,P00120,2024-07-31,1,0.05
O2024010628,C002663,P00138,2024-07-31,1,0.0
O2024010629,C002813,P00140,2024-07-31,2,0.05
O2024010630,C001158,P00177,2024-07-31,1,0.0
O2024010631,C001352,P00185,2024-07-31,1,0.0
O2024010632,C000202,P00105,2024-07-31,3,0.0
O2024010633,C000821,P00055,2024-07-31,1,0.15
O2024010634,C002289,P00173,2024-07-31,1,0.0
O2024010635,C001790,P00018,2024-07-31,1,0.05
O2024010636,C001357,P00127,2024-07-31,2,0.15
O2024010637,C002379,P00042,2024-07-31,1,0.05
O2024010638,C002664,P00104,2024-07-31,1,0.1
O2024010639,C002895,P00135,2024-07-31,1,0.0
O2024010640,C002917,P00039,2024-07-31,4,0.0
O2024010641,C001963,P00190,2024-07-31,2,0.1
O2024010642,C001449,P00192,2024-07-31,1,0.0
O2024010643,C002109,P00006,2024-07-31,1,0.05
O2024010644,C000011,P00034,2024-08-01,1,0.05
O2024010645,C001110,P00167,2024-08-01,1,0.05
O2024010646,C000484,P00057,2024-08-01,1,0.15
O2024010647,C001836,P00088,2024-08-01,1,0.15
O2024010648,C001281,P00156,2024-08-01,1,0.0
O2024010649,C002371,P00141,2024-08-01,2,0.1
O2024010650,C002294,P00064,2024-08-01,1,0.0
O2024010651,C003000,P00145,2024-08-01,2,0.05
O2024010652,C001735,P00078,2024-08-01,1,0.1
O2024010653,C001208,P00091,2024-08-01,2,0.1
O2024010654,C002938,P00075,2024-08-01,1,0.2
O2024010655,C000351,P00148,2024-08-01,1,0.1
O2024010656,C001325,P00106,2024-08-01,3,0.0
O2024010657,C001358,P00050,2024-08-01,3,0.0
O2024010658,C000753,P00074,2024-08-01,1,0.1
O2024010659,C001888,P00046,2024-08-01,1,0.1
O2024010660,C000275,P00178,2024-08-01,1,0.05
O2024010661,C002779,P00138,2024-08-01,1,0.0
O2024010662,C001584,P00085,2024-08-01,1,0.15
O2024010663,C001095,P00179,2024-08-01,1,0.0
O2024010664,C002289,P00136,2024-08-01,1,0.15
O2024010665,C000277,P00092,2024-08-01,1,0.05
O2024010666,C001449,P00172,2024-08-01,1,0.1
O2024010667,C002436,P00196,2024-08-01,3,0.0
O2024010668,C002833,P00089,2024-08-01,2,0.1
O2024010669,C001710,P00083,2024-08-01,1,0.15
O2024010670,C002137,P00127,2024-08-01,1,0.0
O2024010671,C001783,P00067,2024-08-01,2,0.05
O2024010672,C000995,P00114,2024-08-01,1,0.0
O2024010673,C002660,P00081,2024-08-01,2,0.1
O2024010674,C002621,P00060,2024-08-01,2,0.15
O2024010675,C002914,P00060,2024-08-01,1,0.03
O2024010676,C000874,P00037,2024-08-01,1,0.05
O2024010677,C002470,P00138,2024-08-01,2,0.0
O2024010678,C000909,P00089,2024-08-01,1,0.05
O2024010679,C001883,P00148,2024-08-01,1,0.2
O2024010680,C002213,P00059,2024-08-01,1,0.05
O2024010681,C002500,P00109,2024-08-01,2,0.03
O2024010682,C001081,P00195,2024-08-01,1,0.05
O2024010683,C000335,P00001,2024-08-01,2,0.0
O2024010684,C002372,P00179,2024-08-01,1,0.1
O2024010685,C002940,P00167,2024-08-01,1,0.0
O2024010686,C001657,P00082,2024-08-01,3,0.0
O2024010687,C002930,P00173,2024-08-01,3,0.0
O2024010688,C001648,P00196,2024-08-01,1,0.05
O2024010689,C002791,P00109,2024-08-01,1,0.05
O2024010690,C000018,P00073,2024-08-01,2,0.0
O2024010691,C000221,P00166,2024-08-01,1,0.1
O2024010692,C002912,P00191,2024-08-01,1,0.0
O2024010693,C002276,P00119,2024-08-01,1,0.05
O2024010694,C000958,P00116,2024-08-01,1,0.1
O2024010695,C002140,P00006,2024-08-01,3,0.0
O2024010696,C000294,P00050,2024-08-01,4,0.05
O2024010697,C001984,P00089,2024-08-01,1,0.05
O2024010698,C000793,P00085,2024-08-01,1,0.0
O2024010699,C001917,P00139,2024-08-01,1,0.15
O2024010700,C000735,P00089,2024-08-01,1,0.05
O2024010701,C001587,P00132,2024-08-01,1,0.0
O2024010702,C000869,P00186,2024-08-02,3,0.05
O2024010703,C002557,P00100,2024-08-02,4,0.05
O2024010704,C001722,P00152,2024-08-02,1,0.0
O2024010705,C000138,P00076,2024-08-02,1,0.05
O2024010706,C000244,P00077,2024-08-02,2,0.05
O2024010707,C001116,P00187,2024-08-02,4,0.0
O2024010708,C000184,P00126,2024-08-02,1,0.0
O2024010709,C000173,P00145,2024-08-02,1,0.0
O2024010710,C000675,P00115,2024-08-02,2,0.0
O2024010711,C002581,P00110,2024-08-02,2,0.1
O2024010712,C000879,P00051,2024-08-02,1,0.0
O2024010713,C000753,P00157,2024-08-02,1,0.15
O2024010714,C002199,P00051,2024-08-02,1,0.15
O2024010715,C002100,P00065,2024-08-02,2,0.1
O2024010716,C002388,P00158,2024-08-02,2,0.2
O2024010717,C001421,P00149,2024-08-02,1,0.0
O2024010718,C001134,P00035,2024-08-02,1,0.0
O2024010719,C000499,P00196,2024-08-02,2,0.0
