시군구,단지명,계약월,전용면적(㎡),거래금액_만원,거래금액_억원,면적구간
서울특별시 강남구 개포동,개포주공7단지,2024-07-01,83.7,262000,26.2,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-07-01,33.18,107500,10.75,40㎡ 이하
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,74.66,250000,25.0,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-07-01,59.837,230000,23.0,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-07-01,99.979,347000,34.7,85-120㎡
서울특별시 강남구 압구정동,"현대1차(12,13,21,22,31,32,33동)",2024-07-01,196.21,900000,90.0,120㎡ 초과
서울특별시 강남구 대치동,개포우성1,2024-07-01,127.61,397500,39.75,120㎡ 초과
서울특별시 강남구 압구정동,신현대9차,2024-07-01,152.28,600000,60.0,120㎡ 초과
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-07-01,121.931,310500,31.05,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-07-01,84.9231,310000,31.0,60-85㎡
서울특별시 강남구 도곡동,럭키(963),2024-07-01,84.97,195000,19.5,60-85㎡
서울특별시 강남구 도곡동,삼성래미안,2024-07-01,84.89,251000,25.1,60-85㎡
서울특별시 강남구 도곡동,경남,2024-07-01,59.76,164000,16.4,40-60㎡
서울특별시 강남구 도곡동,타워팰리스1,2024-07-01,137.24,360000,36.0,120㎡ 초과
서울특별시 강남구 도곡동,럭키(963),2024-07-01,84.97,195000,19.5,60-85㎡
서울특별시 강남구 도곡동,타워팰리스1,2024-07-01,164.97,437000,43.7,120㎡ 초과
서울특별시 강남구 도곡동,삼익,2024-07-01,104.01,188000,18.8,85-120㎡
서울특별시 강남구 역삼동,경남아너스빌,2024-07-01,81.013,153000,15.3,60-85㎡
서울특별시 강남구 역삼동,래미안펜타빌,2024-07-01,158.58,343000,34.3,120㎡ 초과
서울특별시 강남구 역삼동,동부센트레빌,2024-07-01,84.97,204000,20.4,60-85㎡
서울특별시 강남구 역삼동,래미안그레이튼,2024-07-01,142.06,346000,34.6,120㎡ 초과
서울특별시 강남구 도곡동,현대아파트1동~3동,2024-07-01,84.96,161500,16.15,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-07-01,114.65,294000,29.4,85-120㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-07-01,74.74,135000,13.5,60-85㎡
서울특별시 강남구 대치동,롯데캐슬리베,2024-07-01,121.0894,310000,31.0,120㎡ 초과
서울특별시 강남구 일원동,수서,2024-07-01,59.96,128000,12.8,40-60㎡
서울특별시 강남구 율현동,강남한신휴플러스6단지,2024-07-01,59.98,105000,10.5,40-60㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-07-01,71.68,255000,25.5,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-07-01,84.96,164500,16.45,60-85㎡
서울특별시 강남구 수서동,까치마을,2024-07-01,39.6,68000,6.8,40㎡ 이하
서울특별시 강남구 수서동,수서한아름,2024-07-01,129.45,209000,20.9,120㎡ 초과
서울특별시 강남구 논현동,더원센트럴,2024-07-01,27.09,48000,4.8,40㎡ 이하
서울특별시 강남구 수서동,강남데시앙포레,2024-07-01,84.86,178000,17.8,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-07-01,84.92,174000,17.4,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-07-01,33.18,100000,10.0,40㎡ 이하
서울특별시 강남구 개포동,삼익대청아파트,2024-07-01,51.12,147500,14.75,40-60㎡
서울특별시 강남구 개포동,현대2,2024-07-01,84.81,257750,25.775,60-85㎡
서울특별시 강남구 개포동,개포우성3차,2024-07-01,161.0,337500,33.75,120㎡ 초과
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-07-01,84.236,267000,26.7,60-85㎡
서울특별시 강남구 삼성동,현대아파트101동,2024-07-01,59.83,151000,15.1,40-60㎡
서울특별시 강남구 일원동,샘터마을,2024-07-01,101.97,221000,22.1,85-120㎡
서울특별시 강남구 일원동,샘터마을,2024-07-01,101.97,221000,22.1,85-120㎡
서울특별시 강남구 청담동,삼성청담공원아파트,2024-07-01,59.93,152000,15.2,40-60㎡
서울특별시 강남구 역삼동,e-편한세상,2024-07-01,59.606,208000,20.8,40-60㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-07-01,101.95,201500,20.15,85-120㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-07-01,59.9818,233000,23.3,40-60㎡
서울특별시 강남구 도곡동,현대비젼21,2024-07-01,32.65,42000,4.2,40㎡ 이하
서울특별시 강남구 도곡동,럭키(963),2024-07-01,84.97,190000,19.0,60-85㎡
서울특별시 강남구 삼성동,삼성풍림2차아파트,2024-07-01,59.94,159700,15.97,40-60㎡
서울특별시 강남구 대치동,동부센트레빌,2024-07-01,161.47,545000,54.5,120㎡ 초과
서울특별시 강남구 대치동,대치삼성,2024-07-01,84.58,240000,24.0,60-85㎡
서울특별시 강남구 대치동,대치아이파크,2024-07-01,114.97,376000,37.6,85-120㎡
서울특별시 강남구 개포동,개포주공5단지,2024-07-01,83.17,281000,28.1,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-07-01,73.26,239000,23.9,60-85㎡
서울특별시 강남구 수서동,신동아,2024-07-01,39.53,110800,11.08,40㎡ 이하
서울특별시 강남구 수서동,까치마을,2024-07-01,39.6,97000,9.7,40㎡ 이하
서울특별시 강남구 삼성동,삼성동중앙하이츠빌리지,2024-07-01,152.98,370000,37.0,120㎡ 초과
서울특별시 강남구 압구정동,한양1차(영동한양),2024-07-01,49.98,240000,24.0,40-60㎡
서울특별시 강남구 개포동,개포주공7단지,2024-07-01,83.7,210000,21.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,59.92,219000,21.9,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-07-01,39.6,98000,9.8,40㎡ 이하
서울특별시 강남구 역삼동,대림역삼,2024-07-01,59.99,143000,14.3,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,96.93,324000,32.4,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,59.96,227000,22.7,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-07-01,34.44,86000,8.6,40㎡ 이하
서울특별시 강남구 대치동,동부센트레빌,2024-07-01,145.83,482000,48.2,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-07-01,84.43,270000,27.0,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-07-01,114.65,302000,30.2,85-120㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-07-01,49.86,150000,15.0,40-60㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-07-01,74.74,133500,13.35,60-85㎡
서울특별시 강남구 청담동,우성아파트,2024-07-01,83.68,118000,11.8,60-85㎡
서울특별시 강남구 도곡동,래미안도곡카운티,2024-07-01,71.85,258000,25.8,60-85㎡
서울특별시 강남구 압구정동,"현대14차(203,204,205,206동)",2024-07-01,84.98,420000,42.0,60-85㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-07-01,70.8333,249000,24.9,60-85㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-07-01,28.246,83000,8.3,40㎡ 이하
서울특별시 강남구 수서동,신동아,2024-07-01,39.53,110000,11.0,40㎡ 이하
서울특별시 강남구 대치동,한보미도맨션2,2024-07-01,190.47,519000,51.9,120㎡ 초과
서울특별시 강남구 압구정동,한양6,2024-07-01,106.71,215000,21.5,85-120㎡
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-07-01,144.2,548000,54.8,120㎡ 초과
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-07-01,196.7,681000,68.1,120㎡ 초과
서울특별시 강남구 압구정동,"현대10차(201,202동)",2024-07-01,108.15,419000,41.9,85-120㎡
서울특별시 강남구 개포동,현대아파트3,2024-07-01,84.87,235000,23.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,84.59,265000,26.5,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-07-01,83.17,280000,28.0,60-85㎡
서울특별시 강남구 도곡동,대림아크로빌,2024-07-01,146.754,218000,21.8,120㎡ 초과
서울특별시 강남구 청담동,청담3차이-편한세상(301동),2024-07-01,84.09,180000,18.0,60-85㎡
서울특별시 강남구 삼성동,풍림(1차),2024-07-01,59.7,170000,17.0,40-60㎡
서울특별시 강남구 일원동,목련타운,2024-07-01,134.71,260000,26.0,120㎡ 초과
서울특별시 강남구 삼성동,LG선릉에클라트(B),2024-07-01,36.35,33900,3.39,40㎡ 이하
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,59.96,217000,21.7,40-60㎡
서울특별시 강남구 역삼동,e-편한세상,2024-07-01,59.606,220000,22.0,40-60㎡
서울특별시 강남구 대치동,선경2차(8동-12동),2024-07-01,127.75,382500,38.25,120㎡ 초과
서울특별시 강남구 수서동,까치마을,2024-07-01,39.6,94000,9.4,40㎡ 이하
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-07-01,59.89,123000,12.3,40-60㎡
서울특별시 강남구 개포동,개포주공5단지,2024-07-01,83.17,272000,27.2,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,59.92,208000,20.8,40-60㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-07-01,84.92,209000,20.9,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-07-01,115.63,314000,31.4,85-120㎡
서울특별시 강남구 도곡동,현대그린1,2024-07-01,84.93,173000,17.3,60-85㎡
서울특별시 강남구 자곡동,강남한양수자인(4단지),2024-07-01,59.97,127000,12.7,40-60㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-07-01,91.95,174000,17.4,85-120㎡
서울특별시 강남구 수서동,까치마을,2024-07-01,49.5,125000,12.5,40-60㎡
서울특별시 강남구 도곡동,도곡쌍용예가,2024-07-01,107.53,210000,21.0,85-120㎡
서울특별시 강남구 청담동,청담3차이-편한세상(301동),2024-07-01,84.97,177500,17.75,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-07-01,83.7,267000,26.7,60-85㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-07-01,84.92,208000,20.8,60-85㎡
서울특별시 강남구 수서동,신동아,2024-07-01,33.18,95000,9.5,40㎡ 이하
서울특별시 강남구 압구정동,현대3차(61~64동),2024-07-01,82.5,325000,32.5,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-07-01,114.65,275000,27.5,85-120㎡
서울특별시 강남구 개포동,개포주공5단지,2024-07-01,83.17,273000,27.3,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-07-01,59.92,221000,22.1,40-60㎡
서울특별시 강남구 수서동,삼익,2024-07-01,49.2,114000,11.4,40-60㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-07-01,33.18,100000,10.0,40㎡ 이하
서울특별시 강남구 개포동,래미안블레스티지,2024-07-01,84.943,289500,28.95,60-85㎡
서울특별시 강남구 대치동,은마,2024-07-01,84.43,270000,27.0,60-85㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-07-01,84.74,194500,19.45,60-85㎡
서울특별시 강남구 도곡동,럭키(963),2024-07-01,84.97,180000,18.0,60-85㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-07-01,84.74,194500,19.45,60-85㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-07-01,71.68,255000,25.5,60-85㎡
서울특별시 강남구 일원동,수서,2024-07-01,39.98,83500,8.35,40㎡ 이하
서울특별시 강남구 역삼동,역삼래미안,2024-07-01,59.53,205000,20.5,40-60㎡
서울특별시 강남구 삼성동,삼성동한솔아파트,2024-07-01,58.57,143000,14.3,40-60㎡
서울특별시 강남구 삼성동,삼성동한솔아파트,2024-07-01,58.57,143000,14.3,40-60㎡
서울특별시 강남구 수서동,신동아,2024-07-01,33.18,92500,9.25,40㎡ 이하
서울특별시 강남구 수서동,강남데시앙포레,2024-07-01,59.88,152000,15.2,40-60㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,114.9931,377000,37.7,85-120㎡
서울특별시 강남구 도곡동,우성4,2024-06-01,126.46,347500,34.75,120㎡ 초과
서울특별시 강남구 일원동,한솔마을,2024-06-01,84.73,219000,21.9,60-85㎡
서울특별시 강남구 대치동,개포우성2,2024-06-01,84.69,316000,31.6,60-85㎡
서울특별시 강남구 청담동,삼성청담아파트,2024-06-01,114.83,229000,22.9,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,136.06,420000,42.0,120㎡ 초과
서울특별시 강남구 일원동,가람,2024-06-01,84.95,239000,23.9,60-85㎡
서울특별시 강남구 세곡동,세곡리엔파크(3단지),2024-06-01,84.96,122000,12.2,60-85㎡
서울특별시 강남구 개포동,우성8,2024-06-01,79.61,201500,20.15,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.4,211000,21.1,40-60㎡
서울특별시 강남구 역삼동,강남역우정에쉐르,2024-06-01,17.23,20000,2.0,40㎡ 이하
서울특별시 강남구 대치동,은마,2024-06-01,76.79,249000,24.9,60-85㎡
서울특별시 강남구 대치동,은마,2024-06-01,84.43,269500,26.95,60-85㎡
서울특별시 강남구 압구정동,한양1차(영동한양),2024-06-01,63.87,285000,28.5,60-85㎡
서울특별시 강남구 수서동,신동아,2024-06-01,39.53,107800,10.78,40㎡ 이하
서울특별시 강남구 수서동,신동아,2024-06-01,33.18,88800,8.88,40㎡ 이하
서울특별시 강남구 역삼동,경남아너스빌,2024-06-01,84.932,152000,15.2,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,84.9097,248000,24.8,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,59.76,147000,14.7,40-60㎡
서울특별시 강남구 일원동,목련타운,2024-06-01,134.71,267000,26.7,120㎡ 초과
서울특별시 강남구 도곡동,삼성래미안,2024-06-01,59.96,195000,19.5,40-60㎡
서울특별시 강남구 도곡동,도곡우성아파트,2024-06-01,84.83,189000,18.9,60-85㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-06-01,84.74,183000,18.3,60-85㎡
서울특별시 강남구 도곡동,도곡쌍용예가,2024-06-01,112.86,215000,21.5,85-120㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-06-01,84.74,183000,18.3,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,114.9931,365000,36.5,85-120㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-06-01,160.56,440000,44.0,120㎡ 초과
서울특별시 강남구 개포동,우성8,2024-06-01,79.61,210000,21.0,60-85㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-06-01,84.236,275000,27.5,60-85㎡
서울특별시 강남구 일원동,상록수,2024-06-01,74.54,199700,19.97,60-85㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-06-01,84.97,270000,27.0,60-85㎡
서울특별시 강남구 논현동,쌍용,2024-06-01,59.91,110000,11.0,40-60㎡
서울특별시 강남구 역삼동,동부센트레빌,2024-06-01,59.82,169000,16.9,40-60㎡
서울특별시 강남구 역삼동,프리마빌,2024-06-01,102.79,102000,10.2,85-120㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.4,210000,21.0,40-60㎡
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-06-01,59.93,130000,13.0,40-60㎡
서울특별시 강남구 일원동,한솔마을,2024-06-01,84.73,195000,19.5,60-85㎡
서울특별시 강남구 일원동,목련타운,2024-06-01,99.79,227000,22.7,85-120㎡
서울특별시 강남구 일원동,상록수,2024-06-01,84.95,235000,23.5,60-85㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-06-01,114.14,492000,49.2,85-120㎡
서울특별시 강남구 대치동,대치삼성,2024-06-01,97.35,273000,27.3,85-120㎡
서울특별시 강남구 압구정동,신현대9차,2024-06-01,108.88,440000,44.0,85-120㎡
서울특별시 강남구 압구정동,현대3차(61~64동),2024-06-01,82.5,369000,36.9,60-85㎡
서울특별시 강남구 압구정동,한양5,2024-06-01,100.5,327000,32.7,85-120㎡
서울특별시 강남구 대치동,대치아이파크,2024-06-01,59.96,241000,24.1,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-06-01,39.6,97000,9.7,40㎡ 이하
서울특별시 강남구 논현동,펜트힐루논현,2024-06-01,43.392,120000,12.0,40-60㎡
서울특별시 강남구 역삼동,강남센트럴아이파크,2024-06-01,59.994,245000,24.5,40-60㎡
서울특별시 강남구 신사동,청림빌,2024-06-01,84.93,90000,9.0,60-85㎡
서울특별시 강남구 청담동,청담자이,2024-06-01,90.197,325000,32.5,85-120㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,59.97,144500,14.45,40-60㎡
서울특별시 강남구 도곡동,하이페리온,2024-06-01,184.31,245500,24.55,120㎡ 초과
서울특별시 강남구 도곡동,하이페리온,2024-06-01,184.31,245500,24.55,120㎡ 초과
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-06-01,59.99,119000,11.9,40-60㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,39.53,125000,12.5,40㎡ 이하
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-06-01,74.74,134000,13.4,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,210000,21.0,40-60㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-06-01,115.05,334000,33.4,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,195000,19.5,40-60㎡
서울특별시 강남구 대치동,대치삼성,2024-06-01,84.58,250000,25.0,60-85㎡
서울특별시 강남구 대치동,대치삼성,2024-06-01,97.35,270000,27.0,85-120㎡
서울특별시 강남구 대치동,대치현대,2024-06-01,59.82,174000,17.4,40-60㎡
서울특별시 강남구 대치동,은마,2024-06-01,84.43,277000,27.7,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,210000,21.0,40-60㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,60.0,170000,17.0,40-60㎡
서울특별시 강남구 역삼동,역삼자이,2024-06-01,84.993,264000,26.4,60-85㎡
서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",2024-06-01,115.59,277000,27.7,85-120㎡
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-06-01,122.485,307000,30.7,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션1,2024-06-01,161.36,448000,44.8,120㎡ 초과
서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",2024-06-01,115.59,277000,27.7,85-120㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-06-01,115.05,349250,34.925,85-120㎡
서울특별시 강남구 대치동,대치아이파크,2024-06-01,84.95,300000,30.0,60-85㎡
서울특별시 강남구 자곡동,(토지임대부아파트)강남브리즈힐,2024-06-01,84.29,104000,10.4,60-85㎡
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-06-01,84.83,145000,14.5,60-85㎡
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-06-01,59.89,115000,11.5,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,84.93,190000,19.0,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.53,191000,19.1,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.4,213000,21.3,40-60㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,94.8407,390000,39.0,85-120㎡
서울특별시 강남구 수서동,신동아,2024-06-01,49.96,135000,13.5,40-60㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-06-01,84.236,265000,26.5,60-85㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,84.3558,320000,32.0,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,33.18,94000,9.4,40㎡ 이하
서울특별시 강남구 개포동,개포자이,2024-06-01,134.3,273000,27.3,120㎡ 초과
서울특별시 강남구 개포동,개포우성3차,2024-06-01,104.43,236000,23.6,85-120㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-06-01,58.46,162000,16.2,40-60㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,59.9772,196500,19.65,40-60㎡
서울특별시 강남구 도곡동,대림아크로빌,2024-06-01,177.255,305000,30.5,120㎡ 초과
서울특별시 강남구 청담동,현대아파트,2024-06-01,84.78,169000,16.9,60-85㎡
서울특별시 강남구 청담동,청담대림이-편한세상,2024-06-01,81.84,150000,15.0,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,73.02,242000,24.2,60-85㎡
서울특별시 강남구 수서동,까치마을,2024-06-01,39.6,94500,9.45,40㎡ 이하
서울특별시 강남구 일원동,수서,2024-06-01,39.98,84000,8.4,40㎡ 이하
서울특별시 강남구 일원동,목련타운,2024-06-01,99.79,240000,24.0,85-120㎡
서울특별시 강남구 일원동,목련타운,2024-06-01,134.71,208000,20.8,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스3,2024-06-01,141.648,366000,36.6,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,119.8906,365000,36.5,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 수서동,삼익,2024-06-01,60.0,136000,13.6,40-60㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,101.88,208000,20.8,85-120㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-06-01,128.01,362000,36.2,120㎡ 초과
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-06-01,74.74,135000,13.5,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.53,197700,19.77,40-60㎡
서울특별시 강남구 도곡동,우성4,2024-06-01,84.6,283000,28.3,60-85㎡
서울특별시 강남구 압구정동,한양4,2024-06-01,101.09,372500,37.25,85-120㎡
서울특별시 강남구 대치동,개포우성2,2024-06-01,127.78,395000,39.5,120㎡ 초과
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,84.92,174000,17.4,60-85㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-06-01,63.76,239900,23.99,60-85㎡
서울특별시 강남구 역삼동,브라운스톤역삼,2024-06-01,59.96,92000,9.2,40-60㎡
서울특별시 강남구 대치동,개포우성2,2024-06-01,127.78,415000,41.5,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-06-01,84.43,263500,26.35,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-06-01,128.01,364000,36.4,120㎡ 초과
서울특별시 강남구 대치동,선경1차(1동-7동),2024-06-01,84.35,307000,30.7,60-85㎡
서울특별시 강남구 역삼동,강남센트럴아이파크,2024-06-01,84.915,276000,27.6,60-85㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-06-01,144.011,267000,26.7,120㎡ 초과
서울특별시 강남구 역삼동,e-편한세상,2024-06-01,59.606,209500,20.95,40-60㎡
서울특별시 강남구 일원동,우성7,2024-06-01,83.69,230000,23.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,84.83,273000,27.3,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,84.9984,295000,29.5,60-85㎡
서울특별시 강남구 압구정동,한양2,2024-06-01,175.92,581000,58.1,120㎡ 초과
서울특별시 강남구 압구정동,"현대14차(203,204,205,206동)",2024-06-01,84.98,425000,42.5,60-85㎡
서울특별시 강남구 압구정동,"현대14차(203,204,205,206동)",2024-06-01,84.98,425000,42.5,60-85㎡
서울특별시 강남구 개포동,개포더샵트리에,2024-06-01,108.2017,240000,24.0,85-120㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,59.9818,238000,23.8,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,84.86,255000,25.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,84.943,279000,27.9,60-85㎡
서울특별시 강남구 삼성동,삼성동중앙하이츠빌리지,2024-06-01,59.92,205000,20.5,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.53,205000,20.5,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,214500,21.45,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,84.93,180000,18.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,198000,19.8,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-06-01,76.77,295500,29.55,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,59.76,153000,15.3,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,84.93,168000,16.8,60-85㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-06-01,101.97,298000,29.8,85-120㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,59.9818,225000,22.5,40-60㎡
서울특별시 강남구 역삼동,개나리래미안,2024-06-01,84.93,265000,26.5,60-85㎡
서울특별시 강남구 수서동,삼익,2024-06-01,60.0,134000,13.4,40-60㎡
서울특별시 강남구 신사동,로데오현대,2024-06-01,55.08,118000,11.8,40-60㎡
서울특별시 강남구 일원동,개포한신,2024-06-01,82.3,175000,17.5,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,83.21,272000,27.2,60-85㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,51.12,145000,14.5,40-60㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,49.86,145000,14.5,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.53,181000,18.1,40-60㎡
서울특별시 강남구 수서동,신동아,2024-06-01,33.18,95000,9.5,40㎡ 이하
서울특별시 강남구 압구정동,한양1차(영동한양),2024-06-01,63.87,280000,28.0,60-85㎡
서울특별시 강남구 대치동,롯데캐슬리베,2024-06-01,121.0894,283000,28.3,120㎡ 초과
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,59.888,210000,21.0,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,194500,19.45,40-60㎡
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-06-01,121.931,299000,29.9,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,84.9984,309000,30.9,60-85㎡
서울특별시 강남구 도곡동,경남,2024-06-01,114.96,229000,22.9,85-120㎡
서울특별시 강남구 도곡동,현대그린1,2024-06-01,84.93,168000,16.8,60-85㎡
서울특별시 강남구 도곡동,경남,2024-06-01,114.96,229000,22.9,85-120㎡
서울특별시 강남구 자곡동,강남한양수자인(4단지),2024-06-01,101.51,165000,16.5,85-120㎡
서울특별시 강남구 대치동,쌍용대치2,2024-06-01,120.76,298000,29.8,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,176.9924,372500,37.25,120㎡ 초과
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-06-01,59.89,123500,12.35,40-60㎡
